address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
9078 Market Avenue,San Francisco,SOMA,CA,28580,retail,C,2024-01-12,75433400,,841.49,7.37,,89643,219876,2013,,1,1,266,,,0.89,,Nuveen Real Estate,Individual Investor,AEW Capital Management,Developer,Berkadia,seller financing,,,,sale-leaseback,,CoStar COMPS,C class retail in SOMA
3847 Market Drive,Washington,Georgetown,DC,23977,industrial,B,2024-01-12,12782955,,25.79,6.92,,495648,1189847,2004,,1,1,1539,884580.0,1360892.0,0.98,0.94,Boston Properties,Pension Fund,Ares Management,Sovereign Wealth Fund,Cushman & Wakefield,seller financing,,,,stabilized,,Real Estate Alert,B class industrial in Georgetown
1578 Washington Boulevard,Washington,Bethesda,DC,61328,multifamily,A,2024-01-12,73946652,246489.0,239.78,4.77,300.0,308400,620691,2009,2022.0,4,17,663,,,0.93,,Related Companies,Investment Fund,Simon Property Group,Family Office,Eastdil Secured,seller financing,,,,sale-leaseback,LEED certified,Public Records,A class multifamily in Bethesda
7693 Market Avenue,Detroit,Dearborn,MI,72972,mixed-use,A,2024-01-11,78079561,446169.0,169.45,7.45,175.0,460770,849560,1995,,1,8,1476,,,0.93,,Ares Management,Investment Fund,CBRE Investment Management,REIT,HFF,financed,0.56,Bank of America,7.84,distressed,1031 exchange,Real Estate Alert,A class mixed-use in Dearborn
3654 Oak Way,Boston,Cambridge,MA,35598,industrial,B,2024-01-08,27866349,,34.93,6.58,,797694,1563758,2015,,1,2,2374,,,0.88,,Boston Properties,Sovereign Wealth Fund,PGIM Real Estate,Private Equity,JLL,seller financing,,,,portfolio,,CBRE Market Report,B class industrial in Cambridge
5470 Oak Street,Detroit,Midtown,MI,49053,multifamily,B,2024-01-08,49413034,238710.0,282.5,4.95,207.0,174915,387223,2005,,5,9,485,,,0.89,,Boston Properties,Individual Investor,Simon Property Group,Investment Fund,Berkadia,cash,,,,portfolio,,CBRE Market Report,B class multifamily in Midtown
9428 Madison Drive,Seattle,Downtown Seattle,WA,84495,multifamily,B,2024-01-08,34241075,74276.0,67.4,4.86,461.0,508022,1344226,2012,,3,32,1102,1664116.0,2560178.0,0.96,0.97,Blackstone,Pension Fund,Apollo Global Management,Private Equity,Marcus & Millichap,financed,0.53,CBRE Capital Markets,6.62,stabilized,,JLL Research,B class multifamily in Downtown Seattle
9496 Washington Avenue,Washington,Alexandria,DC,60004,retail,A,2024-01-08,38733345,,135.65,7.07,,285545,771479,1989,2012.0,1,2,698,,,0.81,,Related Companies,Private Equity,AvalonBay Communities,Private Equity,CBRE,assumption,,,,portfolio,off-market deal,CoStar COMPS,A class retail in Alexandria
9386 Center Boulevard,Boston,Brookline,MA,47997,hotel,Limited Service,2024-01-07,20330232,51863.0,116.28,8.94,392.0,174832,439887,2018,,1,12,533,,,0.84,,CBRE Investment Management,Private Equity,PGIM Real Estate,Private Equity,,cash,,,,value-add,,Public Records,Limited Service class hotel in Brookline
2899 Center Way,Dallas,Downtown Dallas,TX,42058,mixed-use,B,2024-01-07,223301541,618564.0,474.2,6.6,361.0,470902,742596,2000,,1,22,1242,,,0.85,,Greystar,Pension Fund,Duke Realty,REIT,Marcus & Millichap,cash,,,,value-add,historic building,Public Records,B class mixed-use in Downtown Dallas
6850 Center Avenue,Houston,Downtown Houston,TX,54129,mixed-use,B,2024-01-07,298190802,1723646.0,1902.19,6.06,173.0,156762,422106,1999,,1,38,343,,,0.94,,Starwood Capital,Pension Fund,Carlyle Group,Pension Fund,Eastdil Secured,cash,,,,portfolio,1031 exchange,Public Records,B class mixed-use in Downtown Houston
3874 Madison Drive,Atlanta,Midtown,GA,23315,industrial,B,2024-01-06,20260108,,29.46,6.87,,687681,1451987,2022,,1,3,1463,,,0.94,,SL Green Realty,Pension Fund,Colliers International,Sovereign Wealth Fund,JLL,cash,,,,portfolio,,CoStar COMPS,B class industrial in Midtown
414 Washington Way,Seattle,Tacoma,WA,31087,multifamily,A,2024-01-06,75349641,1124622.0,1354.97,5.07,67.0,55610,120053,2011,,3,5,111,3820226.0,5877270.0,0.93,1.02,Carlyle Group,REIT,Newmark,Insurance Company,,bridge loan,,,,stabilized,master lease in place,Public Records,A class multifamily in Tacoma
825 Washington Boulevard,Los Angeles,Long Beach,CA,98095,multifamily,C,2024-01-04,43316996,115205.0,136.66,5.16,376.0,316968,722115,1991,,5,39,890,2235156.0,3438701.0,0.9,0.89,LaSalle Investment Management,Private Equity,Greystar,Pension Fund,Berkadia,financed,0.56,JLL Capital Markets,8.11,stabilized,off-market deal,CBRE Market Report,C class multifamily in Long Beach
5671 Market Drive,Houston,Energy Corridor,TX,79884,hotel,Limited Service,2024-01-03,39338230,154268.0,307.31,7.73,255.0,128010,318885,1993,2010.0,1,22,267,,,0.81,,AEW Capital Management,Family Office,RXR Realty,Sovereign Wealth Fund,,bridge loan,,,,value-add,1031 exchange,CBRE Market Report,Limited Service class hotel in Energy Corridor
8292 Broadway Drive,Atlanta,Midtown,GA,21910,mixed-use,A,2024-01-02,328891835,1331546.0,1738.29,5.98,247.0,189204,563336,2012,,1,4,614,,,0.91,,Related Companies,Insurance Company,Starwood Capital,Private Equity,Newmark,financed,0.65,Goldman Sachs,8.48,sale-leaseback,LEED certified,Real Estate Alert,A class mixed-use in Midtown
2711 Washington Way,Chicago,Loop,IL,70870,hotel,Limited Service,2024-01-02,64356985,245637.0,460.0,8.04,262.0,139908,349070,2004,,1,24,356,,,0.8,,Tishman Speyer,Private Equity,LaSalle Investment Management,Pension Fund,Cushman & Wakefield,cash,,,,development,off-market deal,Real Estate Alert,Limited Service class hotel in Loop
5269 Madison Drive,Boston,Seaport,MA,35624,retail,C,2024-01-01,51280251,,493.27,8.18,,103959,181396,1998,2007.0,1,1,238,,,0.87,,Kimco Realty,Developer,Simon Property Group,Sovereign Wealth Fund,Cushman & Wakefield,financed,0.7,Goldman Sachs,6.08,development,,JLL Research,C class retail in Seaport
8327 Park Street,Philadelphia,University City,PA,38249,industrial,C,2023-12-31,64665076,,319.95,6.84,,202110,327040,2011,2023.0,1,3,625,,,0.92,,RXR Realty,Sovereign Wealth Fund,AEW Capital Management,Investment Fund,Eastdil Secured,financed,0.57,CBRE Capital Markets,7.26,portfolio,ground lease,Public Records,C class industrial in University City
8344 Oak Boulevard,Atlanta,Buckhead,GA,80802,multifamily,B,2023-12-30,11224073,26724.0,25.85,5.48,420.0,434280,950735,2002,2017.0,2,20,868,,,0.9,,Bentall GreenOak,Investment Fund,Eastdil Secured,Sovereign Wealth Fund,JLL,financed,0.54,Barclays,5.51,portfolio,ground lease,Public Records,B class multifamily in Buckhead
5249 Market Drive,Washington,Alexandria,DC,14887,office,B,2023-12-30,76083619,,468.67,6.82,,162341,379179,2012,,1,5,505,,,0.89,,Starwood Capital,Pension Fund,Eastdil Secured,Individual Investor,Newmark,assumption,,,,distressed,master lease in place,Real Estate Alert,B class office in Alexandria
2284 Washington Avenue,Boston,Back Bay,MA,33827,multifamily,C,2023-12-29,13701318,71735.0,65.75,5.21,191.0,208381,490692,2001,,5,29,620,,,0.91,,Lendlease,Developer,Bentall GreenOak,Investment Fund,JLL,assumption,,,,portfolio,ground lease,JLL Research,C class multifamily in Back Bay
7654 Oak Way,Houston,Sugar Land,TX,89356,mixed-use,B,2023-12-29,72761948,268494.0,249.42,6.01,271.0,291728,442220,2003,,1,3,920,,,0.91,,AEW Capital Management,Insurance Company,Vornado Realty Trust,Pension Fund,Berkadia,cash,,,,development,,Real Capital Analytics,B class mixed-use in Sugar Land
9335 Broadway Street,Houston,Energy Corridor,TX,53016,industrial,B,2023-12-28,103288187,,374.71,6.88,,275645,671602,1992,2020.0,1,2,650,,,0.95,,Hines,Pension Fund,CBRE,Developer,Colliers,financed,0.66,PGIM,7.77,portfolio,historic building,Real Capital Analytics,B class industrial in Energy Corridor
2973 Park Avenue,Houston,Energy Corridor,TX,52837,office,B,2023-12-28,58161705,,423.85,7.42,,137222,281923,2019,2024.0,1,16,309,,,0.77,,SL Green Realty,REIT,SL Green Realty,Investment Fund,Colliers,bridge loan,,,,development,ground lease,Public Records,B class office in Energy Corridor
8412 Main Drive,Los Angeles,West LA,CA,78579,hotel,Limited Service,2023-12-28,111798834,357185.0,799.07,7.14,313.0,139911,263099,1995,,1,4,357,,,0.73,,Greystar,REIT,CBRE,Private Equity,Colliers,seller financing,,,,sale-leaseback,,Real Capital Analytics,Limited Service class hotel in West LA
5399 Oak Way,Dallas,Fort Worth,TX,66967,industrial,C,2023-12-27,65343779,,148.37,6.65,,440424,959510,2013,,1,2,1468,,,0.91,,Tishman Speyer,Investment Fund,Carlyle Group,Developer,Cushman & Wakefield,assumption,,,,portfolio,,Public Records,C class industrial in Fort Worth
1039 Market Drive,Los Angeles,Anaheim,CA,31623,industrial,A,2023-12-26,46850196,,99.75,6.46,,469685,1182259,2017,,1,2,1524,3026522.0,4656187.0,0.96,0.85,Simon Property Group,Pension Fund,Cushman & Wakefield,Pension Fund,,cash,,,,stabilized,historic building,CoStar COMPS,A class industrial in Anaheim
9440 Center Way,Los Angeles,Long Beach,CA,15987,hotel,Limited Service,2023-12-26,70464041,220890.0,499.75,8.63,319.0,140998,412926,1998,2011.0,1,35,298,,,0.8,,Prologis,Pension Fund,HFF,Developer,Eastdil Secured,assumption,,,,development,,Real Capital Analytics,Limited Service class hotel in Long Beach
9475 Oak Avenue,Chicago,O'Hare,IL,21668,hotel,Full Service,2023-12-25,91522729,394495.0,667.5,7.05,232.0,137112,383494,1995,,1,3,325,,,0.61,,Hines,Family Office,KKR Real Estate,Insurance Company,Eastdil Secured,seller financing,,,,development,,CoStar COMPS,Full Service class hotel in O'Hare
8932 Madison Street,Detroit,Warren,MI,24765,mixed-use,A,2023-12-24,374095975,2597889.0,1050.15,6.23,144.0,356232,813725,2016,,1,14,1120,,,0.94,,Lendlease,Investment Fund,Ares Management,REIT,Marcus & Millichap,cash,,,,portfolio,portfolio acquisition,JLL Research,A class mixed-use in Warren
3283 Market Avenue,Dallas,Uptown,TX,95206,mixed-use,B,2023-12-19,118780341,328122.0,528.65,5.94,362.0,224687,361682,2000,,1,7,617,,,0.94,,Lendlease,REIT,Colliers International,Private Equity,HFF,seller financing,,,,portfolio,off-market deal,Real Capital Analytics,B class mixed-use in Uptown
4825 Market Street,Atlanta,Roswell,GA,43857,mixed-use,A,2023-12-18,324224575,1010045.0,571.84,7.44,321.0,566983,1096926,2009,,1,38,1206,,,0.94,,Apollo Global Management,Sovereign Wealth Fund,Duke Realty,Developer,,cash,,,,sale-leaseback,,CoStar COMPS,A class mixed-use in Roswell
2092 Oak Way,Philadelphia,Camden,PA,65950,multifamily,B,2023-12-18,10673042,29322.0,26.49,4.66,364.0,402948,735162,2019,,3,10,1135,,,0.95,,Blackstone,REIT,HFF,Insurance Company,Eastdil Secured,bridge loan,,,,portfolio,ground lease,Real Capital Analytics,B class multifamily in Camden
5103 Center Way,Phoenix,Chandler,AZ,64516,industrial,A,2023-12-17,112388349,,370.92,5.85,,302999,524762,1996,,1,1,868,,,0.89,,Apollo Global Management,Developer,Boston Properties,Family Office,Newmark,cash,,,,portfolio,,CBRE Market Report,A class industrial in Chandler
5417 Washington Avenue,Phoenix,Tempe,AZ,19690,mixed-use,B,2023-12-17,273317639,843573.0,914.04,5.77,324.0,299021,645105,1998,,1,23,670,,,0.93,,Greystar,Developer,Duke Realty,Insurance Company,JLL,cash,,,,portfolio,,JLL Research,B class mixed-use in Tempe
6326 Center Drive,New York,Newark,NY,43242,retail,C,2023-12-13,54099326,,231.79,8.2,,233395,450701,1990,,1,1,475,,,0.95,,Greystar,REIT,HFF,Family Office,Cushman & Wakefield,financed,0.56,Bank of America,8.07,portfolio,historic building,Real Capital Analytics,C class retail in Newark
8891 Park Way,Houston,Downtown Houston,TX,78470,multifamily,B,2023-12-12,71521428,650195.0,716.07,5.44,110.0,99880,152676,2018,,5,5,275,,,0.96,,SL Green Realty,REIT,Equity Residential,Individual Investor,,cash,,,,sale-leaseback,1031 exchange,Public Records,B class multifamily in Downtown Houston
893 Main Street,Los Angeles,Long Beach,CA,86820,retail,C,2023-12-12,75140950,,803.92,8.08,,93468,140296,2021,,1,2,266,6071388.0,9340596.0,0.96,0.96,Hines,REIT,Nuveen Real Estate,Investment Fund,HFF,cash,,,,stabilized,waterfront property,Public Records,C class retail in Long Beach
3648 Washington Street,San Francisco,Financial District,CA,62069,mixed-use,B,2023-12-12,316688697,2706741.0,991.89,7.05,117.0,319278,700741,2004,2014.0,1,39,800,,,0.94,,Blackstone,REIT,Prologis,Investment Fund,Cushman & Wakefield,seller financing,,,,portfolio,portfolio acquisition,JLL Research,B class mixed-use in Financial District
2739 Park Way,Boston,Brookline,MA,87477,office,A,2023-12-10,80975024,,288.2,7.2,,280964,682146,1984,,1,13,579,,,0.77,,Kimco Realty,Private Equity,Starwood Capital,Individual Investor,,financed,0.6,,6.18,sale-leaseback,,Real Estate Alert,A class office in Brookline
1410 Park Street,Phoenix,Chandler,AZ,29324,mixed-use,B,2023-12-10,247668230,1577505.0,440.83,6.56,157.0,561825,1226174,2000,,1,6,1344,,,0.89,,Kimco Realty,Family Office,Ares Management,Individual Investor,Berkadia,bridge loan,,,,portfolio,ground lease,Real Estate Alert,B class mixed-use in Chandler
1041 Center Way,Seattle,Downtown Seattle,WA,32032,industrial,B,2023-12-10,36446456,,99.64,5.5,,365778,869396,2015,,1,3,837,,,0.99,,SL Green Realty,Sovereign Wealth Fund,Bentall GreenOak,Pension Fund,Newmark,assumption,,,,distressed,portfolio acquisition,CoStar COMPS,B class industrial in Downtown Seattle
6020 Center Avenue,Philadelphia,Camden,PA,54346,retail,A,2023-12-09,27489655,,362.68,7.16,,75796,128529,1985,1996.0,1,3,166,,,0.93,,Hines,Family Office,Tishman Speyer,Family Office,Newmark,seller financing,,,,portfolio,ground lease,Real Capital Analytics,A class retail in Camden
6231 Madison Drive,Miami,Miami Beach,FL,95344,multifamily,C,2023-12-08,35451146,122245.0,135.83,4.5,290.0,261000,512007,1994,,5,7,646,,,0.96,,Nuveen Real Estate,Investment Fund,Harrison Street,Family Office,HFF,assumption,,,,sale-leaseback,LEED certified,Real Capital Analytics,C class multifamily in Miami Beach
5824 Center Avenue,New York,Brooklyn,NY,66360,office,A,2023-12-08,45608793,,143.59,7.06,,317640,549296,2020,,1,7,920,,,0.75,,SL Green Realty,Pension Fund,Boston Properties,Sovereign Wealth Fund,,cash,,,,development,portfolio acquisition,Public Records,A class office in Brooklyn
2061 Washington Street,Riverside,Corona,CA,39233,industrial,C,2023-12-08,107879775,,173.58,5.93,,621511,1057121,2006,,1,1,1948,,,0.99,,Bentall GreenOak,Investment Fund,Carlyle Group,REIT,JLL,bridge loan,,,,development,off-market deal,Real Estate Alert,C class industrial in Corona
9455 Madison Avenue,New York,Manhattan,NY,32843,multifamily,C,2023-12-05,38754377,226634.0,240.59,5.04,171.0,161082,343969,2016,,4,6,341,,,0.94,,LaSalle Investment Management,Investment Fund,CBRE,REIT,JLL,financed,0.52,PGIM,6.71,value-add,,Public Records,C class multifamily in Manhattan
4077 Madison Avenue,Boston,Brookline,MA,32631,hotel,Limited Service,2023-12-03,18469826,81008.0,164.99,7.2,228.0,111948,308541,1995,,1,27,246,1329827.0,2045887.0,0.8,0.97,RXR Realty,Developer,Greystar,Developer,CBRE,seller financing,,,,stabilized,historic building,JLL Research,Limited Service class hotel in Brookline
4826 Main Avenue,Miami,Miami Beach,FL,80814,industrial,B,2023-12-03,79910371,,184.57,6.69,,432963,1238251,1992,,1,3,1192,,,0.91,,Greystar,Individual Investor,Lendlease,Family Office,Berkadia,cash,,,,value-add,portfolio acquisition,Public Records,B class industrial in Miami Beach
4499 Oak Drive,Detroit,Troy,MI,58822,office,B,2023-12-02,25585703,,88.39,7.12,,289455,803616,2018,2023.0,1,5,637,,,0.83,,Related Companies,Developer,HFF,Developer,CBRE,financed,0.74,JPMorgan Chase,7.11,portfolio,waterfront property,Public Records,B class office in Troy
9615 Main Avenue,Houston,Sugar Land,TX,83578,industrial,C,2023-12-02,22151134,,27.96,5.83,,792232,1875131,1993,,1,1,2250,,,0.87,,Lendlease,Sovereign Wealth Fund,Duke Realty,Individual Investor,,assumption,,,,portfolio,LEED certified,Public Records,C class industrial in Sugar Land
7515 Oak Street,Seattle,South Lake Union,WA,68525,hotel,Full Service,2023-12-02,64061471,496601.0,1176.78,7.32,129.0,54438,146561,2021,,1,26,180,,,0.67,,Equity Residential,Private Equity,Harrison Street,Family Office,Marcus & Millichap,bridge loan,,,,distressed,,CBRE Market Report,Full Service class hotel in South Lake Union
8122 Center Way,San Francisco,Oakland,CA,40562,hotel,Select Service,2023-12-01,51847421,143622.0,274.09,7.94,361.0,189164,531953,2014,,1,35,528,,,0.62,,Ares Management,Developer,Equity Residential,Individual Investor,Eastdil Secured,assumption,,,,sale-leaseback,,Real Estate Alert,Select Service class hotel in Oakland
5226 Washington Way,Dallas,Arlington,TX,84630,mixed-use,A,2023-11-29,42455311,133507.0,117.19,6.72,318.0,362266,992795,2019,,1,5,1000,,,0.94,,PGIM Real Estate,Insurance Company,Colliers International,Pension Fund,Eastdil Secured,financed,0.63,JPMorgan Chase,8.25,portfolio,off-market deal,JLL Research,A class mixed-use in Arlington
9867 Broadway Way,New York,Brooklyn,NY,87650,industrial,B,2023-11-29,117083246,,363.14,5.89,,322423,719927,2012,,1,1,677,6896203.0,10609543.0,0.89,0.89,Blackstone,Family Office,Eastdil Secured,Private Equity,HFF,cash,,,,stabilized,,CBRE Market Report,B class industrial in Brooklyn
6921 Madison Street,Boston,Brookline,MA,53331,multifamily,C,2023-11-28,79627150,402157.0,461.19,5.44,198.0,172656,370087,2000,,1,11,396,,,0.95,,Duke Realty,Individual Investor,Kimco Realty,Developer,Marcus & Millichap,assumption,,,,sale-leaseback,1031 exchange,Real Estate Alert,C class multifamily in Brookline
5946 Oak Way,Chicago,River North,IL,50130,retail,A,2023-11-27,52585056,,206.99,6.85,,254044,742616,2016,2021.0,1,3,635,,,0.97,,Harrison Street,Investment Fund,Simon Property Group,Sovereign Wealth Fund,Newmark,assumption,,,,development,off-market deal,JLL Research,A class retail in River North
5427 Washington Way,New York,Newark,NY,96721,multifamily,A,2023-11-26,93794475,1130054.0,1307.93,5.13,83.0,71712,192879,2002,,1,38,148,,,0.92,,Ares Management,Sovereign Wealth Fund,RXR Realty,Pension Fund,Cushman & Wakefield,bridge loan,,,,portfolio,1031 exchange,CoStar COMPS,A class multifamily in Newark
380 Center Boulevard,Riverside,Ontario,CA,51393,industrial,A,2023-11-26,70788473,,491.58,5.78,,144003,337272,1992,2013.0,1,1,319,,,0.93,,Carlyle Group,Individual Investor,Blackstone,REIT,Berkadia,financed,0.53,Barclays,7.65,distressed,waterfront property,CoStar COMPS,A class industrial in Ontario
8845 Madison Way,Seattle,South Lake Union,WA,35782,mixed-use,A,2023-11-25,295542614,1957236.0,583.98,6.77,151.0,506084,1447987,2011,,1,8,1081,,,0.96,,Lendlease,Investment Fund,Boston Properties,Insurance Company,CBRE,cash,,,,value-add,,JLL Research,A class mixed-use in South Lake Union
9652 Oak Boulevard,Chicago,River North,IL,60548,mixed-use,A,2023-11-24,244715743,691287.0,802.4,6.31,354.0,304981,764832,2003,,1,35,811,,,0.93,,PGIM Real Estate,Insurance Company,KKR Real Estate,Developer,Cushman & Wakefield,seller financing,,,,sale-leaseback,ground lease,CoStar COMPS,A class mixed-use in River North
6898 Market Street,San Francisco,Oakland,CA,99537,hotel,Select Service,2023-11-24,92749484,307117.0,760.19,7.98,302.0,122008,246953,2022,,1,8,272,,,0.77,,Boston Properties,Family Office,CBRE Investment Management,Pension Fund,Colliers,bridge loan,,,,value-add,master lease in place,Real Estate Alert,Select Service class hotel in Oakland
1164 Park Way,Boston,Newton,MA,12427,mixed-use,A,2023-11-23,77471820,697944.0,134.72,5.99,111.0,575069,1156867,1999,,1,7,1696,4640562.0,7139326.0,0.87,1.03,LaSalle Investment Management,Private Equity,Apollo Global Management,Family Office,Newmark,financed,0.68,PGIM,6.12,stabilized,,JLL Research,A class mixed-use in Newton
3217 Oak Way,Boston,Brookline,MA,76659,mixed-use,B,2023-11-23,181193973,525200.0,526.39,7.03,345.0,344219,683808,2010,,1,28,823,,,0.88,,AvalonBay Communities,Individual Investor,CBRE Investment Management,Private Equity,,seller financing,,,,distressed,ground lease,CBRE Market Report,B class mixed-use in Brookline
3126 Main Way,Dallas,Arlington,TX,25900,multifamily,B,2023-11-23,30395330,148270.0,144.51,5.28,205.0,210330,428840,2002,2007.0,4,11,491,,,0.86,,Related Companies,Family Office,Tishman Speyer,Insurance Company,,cash,,,,portfolio,ground lease,JLL Research,B class multifamily in Arlington
1887 Broadway Street,Detroit,Downtown Detroit,MI,11105,industrial,A,2023-11-21,30090581,,40.07,6.55,,750925,2194174,2007,,1,1,1570,,,0.94,,Brookfield Asset Management,Pension Fund,MetLife,REIT,Colliers,seller financing,,,,distressed,historic building,JLL Research,A class industrial in Downtown Detroit
508 Washington Drive,Houston,Energy Corridor,TX,49499,multifamily,A,2023-11-21,31823481,132598.0,128.86,5.03,240.0,246960,610205,2019,2024.0,3,33,660,,,0.87,,AEW Capital Management,Sovereign Wealth Fund,Duke Realty,Developer,Marcus & Millichap,cash,,,,development,off-market deal,JLL Research,A class multifamily in Energy Corridor
2651 Madison Avenue,Philadelphia,Camden,PA,35856,multifamily,C,2023-11-21,25344634,85049.0,93.67,4.78,298.0,270584,431202,2015,,3,30,642,,,0.85,,Hines,Individual Investor,Carlyle Group,Family Office,Cushman & Wakefield,financed,0.75,PGIM,7.75,portfolio,,CoStar COMPS,C class multifamily in Camden
6758 Broadway Way,Philadelphia,Center City,PA,71400,mixed-use,A,2023-11-21,189870167,568474.0,835.24,5.73,334.0,227325,538206,2010,,1,5,640,,,0.96,,PGIM Real Estate,Sovereign Wealth Fund,Blackstone,Developer,,seller financing,,,,value-add,,Public Records,A class mixed-use in Center City
8129 Broadway Street,Phoenix,Chandler,AZ,29442,hotel,Full Service,2023-11-21,53355131,255288.0,577.57,8.68,209.0,92378,245366,2007,,1,25,190,,,0.74,,Tishman Speyer,Individual Investor,Greystar,Investment Fund,Berkadia,financed,0.72,Starwood Property Trust,5.81,value-add,ground lease,CBRE Market Report,Full Service class hotel in Chandler
1107 Market Avenue,Phoenix,Scottsdale,AZ,33577,mixed-use,B,2023-11-21,236451901,649593.0,1501.96,6.33,364.0,157429,246653,2016,2024.0,1,15,330,,,0.92,,Harrison Street,Pension Fund,Cushman & Wakefield,Family Office,Cushman & Wakefield,assumption,,,,sale-leaseback,waterfront property,JLL Research,B class mixed-use in Scottsdale
8053 Center Boulevard,Boston,Newton,MA,60831,industrial,B,2023-11-17,111544365,,144.76,6.07,,770538,1284657,2001,,1,3,2033,,,0.89,,LaSalle Investment Management,Individual Investor,Bentall GreenOak,Investment Fund,HFF,cash,,,,value-add,,JLL Research,B class industrial in Newton
2893 Center Boulevard,Chicago,Schaumburg,IL,56268,mixed-use,A,2023-11-17,44636518,301598.0,74.86,5.52,148.0,596298,996263,2019,,1,28,1433,,,0.87,,Bentall GreenOak,Developer,Bentall GreenOak,REIT,HFF,financed,0.59,Starwood Property Trust,6.09,sale-leaseback,,Real Estate Alert,A class mixed-use in Schaumburg
7359 Oak Boulevard,Chicago,Naperville,IL,90800,mixed-use,A,2023-11-17,129031621,1217279.0,238.99,6.74,106.0,539897,1606290,2003,2013.0,1,7,1555,,,0.94,,AEW Capital Management,Family Office,HFF,REIT,Eastdil Secured,cash,,,,sale-leaseback,off-market deal,CoStar COMPS,A class mixed-use in Naperville
7544 Park Street,Boston,Newton,MA,74748,hotel,Full Service,2023-11-15,95214477,279221.0,608.33,8.64,341.0,156519,294753,2018,,1,32,382,8226530.0,12656200.0,0.74,1.03,Bentall GreenOak,Developer,Lendlease,REIT,Colliers,seller financing,,,,stabilized,ground lease,JLL Research,Full Service class hotel in Newton
4248 Center Boulevard,Seattle,Bellevue,WA,12242,office,A,2023-11-14,201486438,,500.97,7.5,,402190,775346,2015,,1,32,1041,,,0.83,,Brookfield Asset Management,Investment Fund,CBRE Investment Management,Pension Fund,Eastdil Secured,assumption,,,,development,,Public Records,A class office in Bellevue
202 Main Street,Detroit,Troy,MI,24383,office,A,2023-11-08,104199701,,1114.39,6.05,,93504,263457,2007,,1,7,259,,,0.93,,Equity Residential,Individual Investor,Related Companies,Pension Fund,Newmark,cash,,,,sale-leaseback,,CoStar COMPS,A class office in Troy
9572 Park Avenue,Atlanta,Roswell,GA,40800,retail,B,2023-11-06,68494269,,591.18,7.86,,115860,188666,2021,,1,3,251,,,0.86,,Prologis,Investment Fund,Prologis,Developer,CBRE,cash,,,,portfolio,,CBRE Market Report,B class retail in Roswell
2163 Washington Street,Atlanta,Buckhead,GA,38414,hotel,Limited Service,2023-11-06,93743712,258961.0,523.15,7.11,362.0,179190,443462,1998,,1,24,396,6665177.0,10254118.0,0.81,0.88,KKR Real Estate,Sovereign Wealth Fund,Eastdil Secured,Individual Investor,Colliers,financed,0.51,,6.4,stabilized,master lease in place,Real Capital Analytics,Limited Service class hotel in Buckhead
1810 Main Boulevard,Atlanta,Sandy Springs,GA,27354,mixed-use,B,2023-11-06,163631895,727253.0,383.92,6.14,225.0,426218,1263270,2023,,1,17,1127,,,0.91,,Bentall GreenOak,Sovereign Wealth Fund,Harrison Street,Sovereign Wealth Fund,Newmark,financed,0.55,Barclays,5.57,development,portfolio acquisition,Public Records,B class mixed-use in Sandy Springs
4947 Broadway Street,New York,Brooklyn,NY,30748,industrial,B,2023-11-06,41837210,,68.96,6.07,,606680,1618299,1996,,1,1,1333,2539518.0,3906950.0,0.9,0.91,Harrison Street,Developer,LaSalle Investment Management,Pension Fund,Newmark,bridge loan,,,,stabilized,off-market deal,Public Records,B class industrial in Brooklyn
2002 Market Avenue,San Francisco,Financial District,CA,93186,multifamily,A,2023-11-06,76216456,340252.0,296.13,4.73,224.0,257376,655892,2022,,1,36,539,,,0.91,,Equity Residential,REIT,Prologis,Developer,,seller financing,,,,distressed,off-market deal,Real Estate Alert,A class multifamily in Financial District
7602 Oak Street,Seattle,South Lake Union,WA,61908,multifamily,B,2023-11-05,70774482,445123.0,381.42,5.07,159.0,185553,377489,1988,,2,12,562,,,0.88,,Nuveen Real Estate,REIT,Brookfield Asset Management,Individual Investor,HFF,financed,0.62,Starwood Property Trust,7.2,portfolio,historic building,Real Capital Analytics,B class multifamily in South Lake Union
9831 Market Street,Boston,Back Bay,MA,51725,office,A,2023-11-04,194347142,,1069.2,6.62,,181768,481119,2015,,1,18,454,,,0.93,,AEW Capital Management,Pension Fund,Harrison Street,Developer,CBRE,seller financing,,,,value-add,LEED certified,CoStar COMPS,A class office in Back Bay
6924 Market Avenue,Dallas,Downtown Dallas,TX,53307,mixed-use,B,2023-11-04,199524074,1425172.0,356.93,6.2,140.0,559008,1106262,1996,,1,39,1653,12370492.0,19031526.0,0.94,0.95,PGIM Real Estate,Investment Fund,Blackstone,Insurance Company,,assumption,,,,stabilized,off-market deal,Real Estate Alert,B class mixed-use in Downtown Dallas
8462 Washington Avenue,Houston,The Woodlands,TX,32457,retail,C,2023-11-03,56206415,,304.36,8.48,,184671,277240,2012,,1,3,472,,,0.9,,Greystar,REIT,RXR Realty,Investment Fund,Colliers,bridge loan,,,,development,,Real Capital Analytics,C class retail in The Woodlands
